Price,Price/Earnings,Dividend Yield,Earnings/Share,Market Cap,EBITDA,Price/Sales,Price/Book,52 week low ratio,52 week high ratio
49.04,13.08,4.626544,7.36,208092277044.0,45745000000.0,1.6452544,7.96,1.1168433931484503,0.8727569331158238
151.6,252.67,0.0,1.04,39369386348.0,97562000.0,16.185404,21.91,1.15405672823219,0.5566622691292876
32.71,8.68,2.622091,4.68,10601008017.0,5600000000.0,1.0924768,2.08,1.4283093855090185,0.6765515132986853
113.86,32.72,0.70204765,2.8,270038723213.0,13086000000.0,14.433654,9.4,1.114350957316002,0.7454769014579308
66.18,16.22,3.744428,4.33,12778779911.0,0.0,7.1491003,3.63,1.6881233000906617,0.9974327591417345
121.47,40.9,0.7797879,3.1,16964162228.0,970976000.0,5.7576876,3.54,1.1624269366921873,0.8969292829505228
100.02,23.1,1.983471,4.39,304680931618.0,30721000000.0,0.82099426,3.89,1.0995800839832035,0.6687662467506499
68.22,13.38,2.2368238,3.78,70862541911.0,7083000000.0,0.5904388,3.06,1.2899442978598652,0.9355027851070068
79.12,25.36,2.0800195,2.66,35488486675.0,3896000000.0,3.2787669,6.73,1.1341001011122345,0.8790444893832153
191.79,26.64,0.0,0.19,16064078572.0,773932000.0,6.9824114,6.15,1.1481307680275301,0.7609364408988999
59.5,19.57,3.691948,3.79,18890296993.0,2736500000.0,2.4834197,2.1,1.177983193277311,0.951764705882353
55.4,13.58,2.7111576,4.07,281463620775.0,0.0,2.8728192,1.58,1.1969314079422384,0.8893501805054153
54.67,12.74,6.1538463,2.81,20943679019.0,1908253000.0,6.725218,1.49,1.4298518383025425,1.011340771904152
80.09,10.19,2.389201,1.29,24760297793.0,5169000000.0,1.245503,2.0,1.1957797477837433,0.8912473467349231
18.81,10.17,3.5915854,0.51,8951609207.0,694600000.0,2.22677,12.65,1.180754917597023,0.977671451355662
60.93,23.26,2.6699784,2.77,16433340688.0,2262300000.0,1.075785,1.58,1.174298375184638,0.8079763663220089
33.6,34.29,3.7079954,0.77,26070297960.0,1365000000.0,3.6396794,2.9,1.1276785714285713,0.921142857142857
164.95,11.77,2.5652986,4.51,12177920000.0,1842000000.0,0.58064795,2.57,1.2306153379812066,0.9627159745377388
28.56,48.41,4.0,-0.57,24802396470.0,3955000000.0,4.2982845,3.01,1.178921568627451,0.9390336134453782
152.36,18.67,1.347058,3.07,20780269334.0,1440000000.0,3.4484663,2.1,1.082961407193489,0.7933118928852717
113.56,18.77,1.9541779,5.53,11993835688.0,1232000000.0,2.7332082,18.91,1.1268052131032054,0.7054420570623459
169.28,31.7,1.1279043,7.27,18225400525.0,1501301000.0,2.478658,51.69,1.2029182419659734,0.5474362003780718
42.44,18.14,3.3914273,2.21,21559611927.0,3885828000.0,2.520456,1.94,1.2304429783223374,0.9698397737983034
29.8,8.87,3.207184,0.59,7938833340.0,1191000000.0,0.7877656,1.49,1.2557046979865771,0.8939597315436242
62.82,27.19,2.0904882,2.32,17064975551.0,845468000.0,7.101206,7.22,1.229863100923273,0.8753581661891118
41.26,-19.93,2.0952382,-2.24,10753423590.0,0.0,0.84394187,0.97,1.1456616577799323,0.8184682501211828
70.24,30.94,1.1700794,1.83,12915021000.0,722000000.0,2.7262094,5.31,1.0935364464692483,0.6671412300683371
76.3,27.25,1.7970798,4.07,27003303098.0,2289000000.0,6.3136363,212.08,1.1393184796854523,0.8237221494102228
115.53,14.32,0.7948336,9.01,24454698119.0,2007400000.0,3.1648953,2.39,1.155457456937592,0.9362936033930581
50.71,17.73,1.480933,2.6,10670678640.0,0.0,3.7945793,1.42,1.096627884046539,0.7578386905935712
71.51,32.8,0.68237203,1.65,35991109776.0,1734000000.0,9.280896,18.09,1.1205425814571388,0.727171025031464
